frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.2181,-11.93,12.6,34.7,10% turpentine
0.2261,-11.63,11.9,33.7,10% turpentine
0.2195,-10.8,14.7,34.6,5% turpentine
0.1572,-14.83,24.3,44.2,pure
0.1101,-19.27,20.4,46.9,10% turpentine
0.211,-12.1,18.2,38.3,20% kerosene
0.2199,-11.85,11.2,34.4,10% turpentine
0.2092,-12.33,14.1,35.2,5% turpentine
0.2014,-15.16,17.8,36.9,20% turpentine
0.2276,-10.27,11.4,35.0,15% turpentine
0.224,-9.69,11.4,34.0,5% turpentine
0.2064,-11.8,13.9,34.1,10% turpentine
0.174,-13.34,19.4,43.9,15% kerosene
0.1988,-12.31,17.2,38.9,10% turpentine
0.1713,-14.94,17.2,41.7,pure
0.1942,-15.01,15.0,36.9,20% kerosene
0.131,-16.9,22.8,44.6,20% kerosene
0.1728,-16.54,19.6,40.1,20% kerosene
0.193,-16.54,15.3,43.7,10% kerosene
0.1512,-13.16,18.2,43.0,10% turpentine
0.0999,-20.91,27.1,48.9,10% kerosene
0.2149,-12.44,15.9,37.1,20% turpentine
0.2014,-13.15,16.9,37.5,15% kerosene
0.2227,-10.08,13.5,32.6,15% kerosene
0.1413,-16.65,19.0,44.7,5% turpentine
0.2286,-10.98,11.7,34.0,5% kerosene
0.2193,-12.23,13.2,35.7,5% turpentine
0.1871,-13.12,14.8,35.4,15% kerosene
0.1683,-15.38,14.4,42.2,pure
0.1688,-15.61,16.8,39.9,10% kerosene
0.1977,-14.62,17.5,41.0,10% turpentine
0.1864,-14.51,14.5,38.7,15% kerosene
0.137,-18.35,19.6,44.6,10% turpentine
0.2339,-9.91,10.7,31.9,10% turpentine
0.1678,-15.12,20.0,40.3,15% kerosene
0.1303,-19.05,22.9,45.7,15% kerosene
0.1589,-17.27,20.9,42.7,5% turpentine
0.2212,-10.28,13.4,34.9,15% turpentine
0.1148,-18.05,23.9,47.5,20% turpentine
0.189,-13.02,17.0,40.4,10% turpentine
0.1124,-17.53,23.3,46.1,15% kerosene
0.2472,-9.81,10.9,31.6,5% turpentine
0.1449,-18.14,17.2,42.9,15% turpentine
0.2254,-10.58,13.0,35.3,20% kerosene
0.1938,-16.97,16.4,40.7,20% kerosene
0.1452,-17.54,19.9,42.4,10% kerosene
0.1678,-16.33,16.2,45.0,10% kerosene
0.1979,-13.11,14.2,39.6,15% kerosene
0.183,-13.16,15.1,39.5,10% turpentine
0.2469,-10.05,10.8,32.1,5% turpentine
0.2369,-10.62,11.1,32.9,10% turpentine
0.1075,-19.65,25.5,48.5,10% kerosene
0.1918,-12.27,13.7,35.1,5% turpentine
0.2264,-13.0,14.7,38.1,15% kerosene
0.1419,-17.58,21.2,44.8,5% kerosene
0.1528,-19.31,18.9,46.2,5% turpentine
0.2442,-10.58,10.7,31.8,10% kerosene
0.1614,-12.72,15.3,38.2,20% turpentine
0.1719,-17.03,18.3,42.0,20% kerosene
0.2066,-16.92,19.1,41.8,pure
0.1963,-13.2,14.2,39.0,pure
0.1497,-14.62,16.6,40.3,5% turpentine
0.1822,-12.24,14.9,38.9,5% turpentine
0.1478,-16.62,18.0,44.4,10% turpentine
0.1691,-15.05,18.1,43.5,15% kerosene
0.1146,-19.05,24.9,47.7,pure
0.2252,-11.13,13.1,37.9,pure
0.2244,-10.35,11.7,33.6,20% kerosene
0.2081,-13.46,13.5,35.6,5% kerosene
0.2179,-10.72,13.8,36.0,5% kerosene
0.1385,-18.34,22.4,45.8,20% kerosene
0.1531,-18.58,24.0,42.5,pure
0.1077,-20.88,25.9,47.9,20% kerosene
0.2224,-10.82,12.6,34.3,10% turpentine
0.2085,-14.54,14.1,36.0,20% turpentine
0.2138,-13.54,14.5,40.1,15% kerosene
0.1456,-17.9,24.2,45.9,20% kerosene
0.1659,-18.03,17.8,40.4,20% kerosene
0.2295,-9.92,11.7,34.5,5% kerosene
0.097,-21.97,29.3,49.8,15% kerosene
0.2149,-14.16,15.0,39.7,15% kerosene
0.1351,-19.45,23.8,48.0,20% turpentine
0.1902,-15.16,15.0,38.9,20% kerosene
0.1202,-19.14,23.5,45.0,5% turpentine
0.1834,-15.05,19.2,40.4,5% turpentine
0.1362,-16.8,19.5,38.1,5% turpentine
0.1744,-16.21,21.8,39.0,pure
0.2061,-14.0,13.2,34.9,5% turpentine
0.1698,-16.94,17.2,41.4,5% turpentine
0.2395,-9.65,12.9,34.2,20% kerosene
0.1105,-19.09,23.0,46.1,5% turpentine
0.2262,-10.66,12.1,37.3,pure
0.2289,-10.92,12.9,36.0,15% turpentine
0.1853,-13.8,17.2,38.7,20% turpentine
0.1468,-17.02,18.9,43.5,5% turpentine
0.177,-13.02,16.0,40.6,10% turpentine
0.2384,-10.59,12.7,37.5,20% turpentine
0.1203,-17.08,21.9,44.5,10% turpentine
0.1192,-19.94,20.8,44.7,15% turpentine
0.1611,-16.25,20.1,41.9,20% turpentine
0.1355,-18.89,23.8,47.4,5% kerosene
0.1935,-15.01,18.5,38.9,5% turpentine
0.2484,-9.55,10.1,31.2,10% turpentine
0.1925,-11.05,16.4,38.9,pure
0.1923,-13.01,15.6,38.4,15% kerosene
0.1171,-20.6,26.8,47.1,15% kerosene
0.2265,-10.65,11.8,32.9,5% turpentine
0.2234,-11.2,11.7,35.0,5% turpentine
0.1162,-17.04,23.0,48.1,10% kerosene
0.1373,-15.11,21.6,44.7,5% turpentine
0.141,-17.59,18.3,41.6,10% kerosene
0.1163,-18.42,24.7,48.1,15% turpentine
0.1915,-15.39,19.7,40.0,5% turpentine
0.1925,-17.81,21.3,42.1,pure
0.2042,-11.43,12.4,37.8,10% turpentine
0.2127,-12.66,15.5,34.8,5% turpentine
0.2473,-9.58,10.6,31.7,5% kerosene
0.2327,-10.37,11.7,35.1,20% turpentine
0.236,-10.5,13.0,33.6,10% kerosene
0.1575,-14.78,15.1,38.9,15% turpentine
0.1174,-17.31,13.8,42.2,pure
0.1136,-18.82,24.6,46.8,5% turpentine
0.1311,-18.25,21.0,47.0,10% kerosene
0.1975,-16.46,17.1,38.1,5% turpentine
0.2071,-12.15,13.9,38.0,10% kerosene
0.1027,-21.45,29.1,48.8,15% kerosene
0.2445,-9.81,10.3,32.4,5% turpentine
0.1594,-19.79,20.0,47.2,20% turpentine
0.1517,-18.05,22.5,45.4,15% kerosene
0.2088,-14.78,16.2,38.1,5% turpentine
0.1409,-16.42,22.1,43.0,pure
0.231,-10.55,12.6,35.0,20% turpentine
0.1232,-18.98,23.1,46.5,5% kerosene
0.238,-9.59,13.9,32.3,15% turpentine
0.2078,-10.47,12.6,35.2,10% kerosene
0.2087,-12.01,14.1,36.1,10% turpentine
0.2411,-11.0,11.6,36.2,20% kerosene
0.1415,-17.81,22.7,46.5,15% kerosene
0.2449,-10.56,10.9,32.9,10% turpentine
0.2464,-10.01,11.1,32.5,5% kerosene
0.2406,-9.98,12.2,34.7,20% turpentine
0.137,-19.33,23.6,45.6,15% turpentine
0.115,-20.77,23.8,47.7,5% turpentine
0.1027,-20.77,25.3,46.7,5% kerosene
0.2141,-12.06,15.8,41.7,5% kerosene
0.2499,-9.51,10.0,31.0,pure
0.1814,-12.95,16.0,40.1,5% turpentine
0.1677,-16.85,21.5,43.5,10% turpentine
0.1976,-13.64,15.7,37.9,15% turpentine
0.137,-17.98,19.6,43.5,pure
0.1428,-17.98,22.8,44.7,20% turpentine
0.1447,-15.68,18.1,43.5,20% turpentine
0.2384,-11.09,14.7,33.9,5% kerosene
0.2293,-9.83,10.5,33.3,10% kerosene
0.1547,-16.64,21.8,42.3,10% turpentine
0.2394,-10.12,11.5,32.0,10% turpentine
0.1732,-14.19,19.4,41.6,10% turpentine
0.1003,-21.65,26.6,48.8,5% turpentine
0.2016,-11.01,13.3,38.1,pure
0.1033,-20.14,25.1,47.4,5% turpentine
0.2448,-9.79,10.6,33.5,20% turpentine
0.238,-12.65,15.0,39.5,10% kerosene
0.2171,-12.37,15.7,37.0,15% kerosene
0.2146,-10.23,12.7,36.8,5% kerosene
0.143,-16.45,21.2,43.1,15% turpentine
0.2255,-12.2,13.1,35.2,15% turpentine
0.0954,-21.98,29.9,49.5,10% kerosene
0.1144,-19.78,25.3,47.0,15% turpentine
0.1803,-14.72,13.8,38.8,pure
0.1686,-13.62,15.2,36.9,15% kerosene
0.2387,-9.76,11.2,33.7,5% kerosene
0.0952,-21.98,29.9,49.8,5% kerosene
0.1613,-13.6,17.3,41.2,10% kerosene
0.1943,-13.7,13.7,37.7,10% kerosene
0.2296,-10.72,12.2,34.2,5% turpentine
0.1594,-16.77,18.4,43.5,pure
0.2296,-10.33,11.5,33.5,20% turpentine
0.209,-11.87,15.4,33.4,5% turpentine
0.2429,-10.55,10.6,35.0,15% turpentine
0.125,-16.46,21.8,43.7,5% turpentine
0.1217,-21.19,24.7,46.8,pure
0.2001,-11.14,12.0,36.1,pure
0.2369,-10.05,13.8,33.7,5% turpentine
0.127,-18.13,19.1,44.9,20% turpentine
0.2413,-9.67,11.7,32.2,15% kerosene
0.1911,-15.85,15.3,39.4,pure
0.2435,-10.16,10.2,32.5,5% turpentine
0.1324,-18.73,26.0,47.9,10% kerosene
0.1657,-12.17,14.4,37.0,10% turpentine
0.1912,-13.11,17.5,42.6,15% turpentine
0.0963,-21.92,29.9,49.9,5% kerosene
0.1359,-18.67,20.7,44.3,pure
0.1349,-18.48,18.0,43.0,10% turpentine
0.2209,-11.48,15.2,39.5,5% kerosene
0.1291,-17.48,23.0,45.5,5% turpentine
0.2113,-13.51,16.8,40.1,10% kerosene
0.1136,-20.34,23.1,46.6,20% turpentine
0.1028,-20.27,23.9,47.2,5% turpentine
0.2108,-11.3,15.4,34.8,pure
0.2097,-12.77,14.6,38.9,20% kerosene
0.1087,-19.91,27.9,47.8,15% kerosene
0.1653,-14.84,18.8,40.8,15% turpentine
0.2327,-10.04,11.6,35.8,5% kerosene
0.1389,-18.39,20.9,45.1,5% kerosene
0.1129,-18.15,22.7,44.4,15% kerosene
0.2208,-10.89,12.2,37.6,pure
0.2052,-12.3,16.4,37.7,10% turpentine
0.2243,-13.58,15.4,39.0,20% kerosene
0.0969,-21.82,26.6,49.3,10% turpentine
0.1537,-17.47,18.7,44.8,10% kerosene
0.2404,-9.77,12.3,34.1,15% kerosene
0.2287,-11.28,12.7,34.3,15% turpentine
0.2454,-9.93,10.3,31.9,10% turpentine
0.1699,-15.66,19.0,39.2,5% kerosene
0.106,-20.87,25.5,48.5,20% turpentine
0.1826,-13.49,15.6,42.3,10% turpentine
0.0987,-21.85,28.9,48.6,5% turpentine
0.1876,-11.58,13.5,36.3,10% turpentine
0.2402,-10.83,10.4,33.4,5% kerosene
0.185,-11.43,13.8,35.2,15% kerosene
0.2486,-9.55,10.4,31.5,pure
0.1269,-21.05,26.2,46.7,15% turpentine
0.1017,-19.49,25.7,48.1,15% turpentine
0.123,-18.25,23.0,43.9,20% kerosene
0.1675,-17.54,20.0,43.2,5% turpentine
0.1178,-19.42,24.9,47.9,10% turpentine
0.1877,-14.84,17.5,39.6,20% turpentine
0.1143,-20.74,23.9,46.7,pure
0.224,-9.92,10.9,31.6,10% kerosene
0.2039,-13.45,18.9,41.5,20% kerosene
0.187,-14.97,15.0,38.3,10% turpentine
0.211,-17.9,19.2,40.3,15% kerosene
0.1427,-19.31,27.0,47.9,5% kerosene
0.2395,-10.99,11.4,33.3,10% turpentine
0.2388,-9.59,11.6,35.0,15% kerosene
0.1128,-20.76,25.7,48.0,15% kerosene
0.1732,-14.1,18.8,40.3,10% turpentine
0.1907,-12.03,14.5,38.8,pure
0.1286,-15.86,21.1,44.8,15% turpentine
0.1028,-18.96,27.5,47.8,15% turpentine
0.1888,-17.43,19.6,42.8,pure
0.1611,-15.91,21.2,45.0,10% kerosene
0.1684,-16.73,21.6,43.4,20% turpentine
0.2219,-11.73,14.1,35.9,20% turpentine
0.1423,-17.14,19.8,44.9,5% kerosene
0.1583,-14.66,16.6,42.2,10% turpentine
0.2154,-13.13,15.2,39.7,20% kerosene
0.1501,-18.22,17.2,43.7,5% turpentine
0.1293,-18.19,20.5,40.3,10% turpentine
0.2002,-15.9,17.9,39.9,5% turpentine
0.1051,-20.7,25.7,48.1,5% kerosene
0.1989,-12.29,12.5,36.6,10% turpentine
0.0977,-21.47,29.6,48.9,10% turpentine
0.0996,-21.17,28.0,48.9,5% turpentine
0.1456,-16.3,19.6,43.2,20% turpentine
0.1358,-13.84,19.2,42.3,5% kerosene
0.1889,-12.58,13.2,34.6,5% turpentine
0.1232,-21.06,24.7,45.6,5% turpentine
0.248,-9.98,12.2,33.1,pure
0.1658,-12.83,14.4,38.4,20% turpentine
0.2007,-10.51,13.8,40.3,10% turpentine
0.1855,-12.11,17.0,37.8,10% turpentine
0.1704,-14.33,18.4,40.4,5% kerosene
0.1879,-14.07,15.8,38.5,5% turpentine
0.1722,-14.04,17.7,41.2,10% turpentine
0.2011,-12.53,14.7,36.4,20% kerosene
0.1754,-16.21,21.1,39.6,10% turpentine
0.1248,-18.69,21.6,45.9,5% turpentine
0.2278,-10.05,11.9,33.4,10% kerosene
0.1909,-17.07,19.9,44.0,pure
0.2069,-13.12,13.7,38.2,20% turpentine
0.135,-18.73,24.5,46.9,10% kerosene
0.1257,-15.93,21.6,45.1,5% kerosene
0.1871,-15.76,18.6,39.0,5% turpentine
0.1526,-20.84,24.0,45.7,15% kerosene
0.1005,-21.91,29.7,49.5,20% kerosene
0.0953,-21.98,29.9,49.9,15% turpentine
0.2342,-11.06,11.7,33.1,10% turpentine
0.1668,-16.77,21.2,42.2,20% turpentine
0.1682,-15.18,16.3,42.5,5% kerosene
0.2435,-10.16,11.8,33.4,15% turpentine
0.2347,-10.31,10.9,33.8,15% kerosene
0.1709,-17.97,20.2,41.6,10% turpentine
0.2041,-13.41,15.1,39.0,10% kerosene
0.2084,-10.96,13.8,35.2,10% turpentine
0.2207,-11.67,14.8,38.4,15% kerosene
0.136,-14.85,18.4,43.0,5% turpentine
0.1076,-20.02,25.5,46.9,15% turpentine
0.21,-12.66,15.2,39.4,10% turpentine
0.1234,-19.38,23.2,47.2,15% turpentine
0.1609,-17.56,19.5,43.0,pure
0.138,-17.94,23.8,46.5,20% turpentine
0.2118,-11.92,10.9,36.3,15% kerosene
0.2108,-14.29,17.2,39.1,20% turpentine
0.1004,-20.24,28.6,48.1,5% kerosene
0.1936,-12.14,12.7,36.7,15% kerosene
0.1698,-15.45,16.0,41.5,pure
0.0982,-21.16,28.1,48.4,5% turpentine
0.2044,-13.21,14.1,36.8,20% kerosene
0.1331,-15.78,20.6,44.1,5% kerosene
0.2012,-13.84,13.4,38.2,20% turpentine
0.2003,-13.05,15.5,36.9,15% kerosene
0.1972,-14.45,16.0,38.9,5% turpentine
0.1144,-20.79,25.9,47.7,pure
0.1328,-18.9,21.5,45.5,10% turpentine
0.1629,-15.89,17.0,37.3,20% kerosene
0.1523,-18.21,17.6,42.7,20% turpentine
0.1836,-13.48,13.5,37.0,20% kerosene
0.1354,-18.71,24.2,46.9,20% turpentine
0.1998,-11.81,14.5,36.3,5% kerosene
0.2368,-9.67,10.5,32.6,20% kerosene
0.1374,-14.66,15.9,41.1,20% turpentine
0.1639,-18.36,19.7,44.6,5% kerosene
0.1358,-19.72,20.7,47.7,15% kerosene
0.2173,-14.0,15.0,34.4,15% turpentine
0.1722,-14.42,18.7,40.3,15% kerosene
0.2013,-11.75,15.6,35.5,5% turpentine
0.1901,-11.1,15.7,36.0,5% turpentine
0.2147,-14.69,13.4,39.0,10% kerosene
0.1741,-15.47,16.4,38.2,5% turpentine
0.1383,-15.72,20.6,45.8,5% turpentine
0.0967,-21.81,27.2,49.5,20% turpentine
0.0988,-21.56,29.9,49.3,15% kerosene
0.1855,-16.61,17.7,40.1,5% kerosene
0.2132,-11.58,13.8,37.0,15% turpentine
0.1148,-21.35,26.6,49.0,pure
0.2227,-10.7,13.8,39.6,5% kerosene
0.1201,-18.42,25.4,46.1,15% turpentine
0.2404,-9.59,11.1,31.5,20% kerosene
0.137,-16.88,22.2,42.3,20% kerosene
0.1091,-18.94,27.1,48.2,15% kerosene
0.2398,-9.83,11.1,32.5,pure
0.1795,-14.26,18.3,40.0,5% turpentine
0.1965,-13.07,19.3,36.8,20% kerosene
0.1234,-18.36,24.7,44.2,5% turpentine
0.1765,-16.26,18.7,44.4,10% turpentine
0.1283,-15.94,22.3,43.1,15% turpentine
0.1166,-19.88,24.4,47.2,15% turpentine
0.1643,-16.14,19.8,46.2,5% turpentine
0.16,-19.81,23.4,44.2,15% kerosene
0.1903,-12.29,14.5,37.7,20% kerosene
0.0975,-21.65,29.0,49.3,5% turpentine
0.2252,-10.18,12.4,35.0,20% kerosene
0.1838,-16.99,18.7,39.3,15% turpentine
0.1419,-17.97,22.1,43.4,15% turpentine
0.2269,-11.48,15.6,37.3,20% kerosene
0.1881,-14.08,14.3,36.4,20% turpentine
0.1149,-19.99,25.7,46.8,15% kerosene
0.2115,-11.38,13.7,35.3,15% kerosene
0.0966,-21.5,28.2,49.8,5% turpentine
0.2492,-9.52,10.1,31.1,5% turpentine
0.1923,-13.43,15.0,37.8,10% kerosene
0.232,-10.05,11.6,31.9,10% turpentine
0.1485,-17.27,20.8,42.8,20% turpentine
0.1843,-12.6,16.0,39.6,15% kerosene
0.2496,-9.64,10.2,31.2,20% turpentine
0.1668,-18.0,19.9,40.0,20% turpentine
0.1724,-15.41,18.6,41.4,15% turpentine
0.2209,-10.56,11.4,35.4,5% turpentine
0.1288,-15.15,22.8,42.9,20% turpentine
0.1764,-14.91,18.9,43.0,5% turpentine
0.2304,-10.81,13.6,36.3,15% kerosene
0.192,-13.62,18.9,42.0,20% kerosene
0.1123,-18.02,22.8,47.3,10% kerosene
0.2091,-11.82,13.6,36.7,5% kerosene
0.2327,-10.64,12.0,35.4,15% turpentine
0.1749,-15.53,20.3,43.3,10% turpentine
0.1739,-16.45,21.1,38.6,pure
0.2286,-9.86,11.6,33.2,10% turpentine
0.156,-15.93,19.8,42.7,20% turpentine
0.2167,-11.81,13.7,40.0,20% kerosene
0.2466,-10.69,11.1,34.0,15% kerosene
0.1408,-14.37,20.7,44.2,15% turpentine
0.1613,-15.68,14.6,38.1,20% kerosene
0.2151,-14.08,16.4,36.0,pure
0.2082,-11.24,14.1,39.5,5% kerosene
0.1543,-17.59,22.9,45.7,5% kerosene
0.1368,-17.98,22.0,44.4,5% kerosene
0.241,-10.38,11.4,33.8,20% turpentine
0.2164,-11.61,14.5,39.5,5% kerosene
0.1084,-20.83,27.2,49.4,15% turpentine
0.1392,-18.34,22.9,43.6,5% turpentine
0.1229,-17.81,20.2,45.6,10% kerosene
0.1591,-15.28,19.6,41.2,20% kerosene
0.2058,-11.9,16.0,36.8,20% kerosene
0.1797,-14.82,18.6,39.3,20% turpentine
0.1025,-21.52,28.5,49.3,5% turpentine
0.191,-13.94,17.0,39.6,5% turpentine
0.1467,-17.94,25.7,45.7,pure
0.152,-14.44,19.1,41.3,10% kerosene
0.1929,-12.89,15.9,35.6,20% turpentine
0.1415,-18.44,23.9,44.7,15% kerosene
0.0971,-21.49,29.9,49.6,5% turpentine
0.1865,-13.68,12.8,39.6,15% kerosene
0.2202,-11.87,14.4,37.9,15% kerosene
0.1547,-18.81,24.4,45.8,5% kerosene
0.1233,-18.6,23.8,44.7,20% turpentine
0.2015,-14.26,16.5,37.0,pure
0.1405,-17.28,22.5,44.3,20% turpentine
0.1874,-15.69,19.9,44.4,5% kerosene
0.1344,-16.0,18.6,44.0,20% kerosene
0.1793,-15.3,14.4,40.7,15% turpentine
0.2259,-11.5,11.4,38.2,5% turpentine
0.2242,-12.16,15.4,36.5,pure
0.1921,-16.27,17.8,39.6,10% kerosene
0.2235,-12.96,12.9,34.3,20% kerosene
0.1552,-17.95,23.0,46.3,5% kerosene
0.1396,-18.84,18.5,40.4,5% turpentine
0.1674,-13.36,19.4,39.5,10% turpentine
0.2299,-11.21,13.5,35.9,15% kerosene
0.1656,-13.37,15.9,39.9,15% turpentine
0.2094,-11.02,12.6,34.8,pure
0.1244,-18.76,23.1,46.5,15% kerosene
0.1288,-19.85,26.8,47.4,pure
0.1142,-19.94,26.3,46.4,15% turpentine
0.1181,-19.64,24.3,47.2,pure
0.2172,-12.55,14.6,36.7,10% turpentine
0.23,-12.42,15.1,36.6,10% kerosene
0.1927,-13.9,20.3,40.7,15% turpentine
0.2118,-13.04,15.2,38.2,5% turpentine
0.2254,-10.63,12.3,36.0,10% turpentine
0.1686,-15.94,20.3,41.9,10% turpentine
0.1733,-14.11,15.8,37.9,10% kerosene
0.1934,-15.02,17.4,36.9,15% kerosene
0.1886,-12.08,14.9,38.3,15% turpentine
0.2411,-10.2,11.3,32.2,5% kerosene
0.2347,-10.34,12.3,33.2,5% turpentine
0.2479,-9.54,10.2,31.2,5% turpentine
0.1445,-18.33,22.1,46.9,15% kerosene
0.2139,-10.36,12.0,36.6,15% kerosene
0.108,-20.56,26.6,48.7,15% turpentine
0.2246,-10.7,12.6,34.0,pure
0.2201,-11.49,14.8,35.8,20% turpentine
0.1551,-16.79,17.4,39.7,5% turpentine
0.241,-9.98,11.1,32.2,pure
0.1635,-18.78,19.1,42.6,5% turpentine
0.1921,-13.12,15.6,39.3,10% kerosene
0.1551,-18.86,16.9,41.7,10% turpentine
0.2202,-11.55,15.1,34.9,20% turpentine
0.242,-9.7,10.2,31.5,5% kerosene
0.1849,-15.76,16.5,38.9,10% turpentine
0.1897,-13.11,14.2,37.4,5% kerosene
0.2037,-12.89,14.4,39.5,15% kerosene
0.1158,-19.91,26.5,47.3,20% kerosene
0.096,-21.93,29.3,49.1,10% turpentine
0.2431,-10.39,10.9,32.1,5% turpentine
0.1736,-14.09,17.6,41.8,10% kerosene
0.1453,-19.16,25.0,45.6,5% turpentine
0.2135,-13.33,15.4,37.4,20% turpentine
0.115,-19.2,20.5,43.3,5% turpentine
0.1009,-21.7,27.6,48.2,10% turpentine
0.1644,-17.55,18.3,43.3,20% kerosene
0.2066,-12.82,14.3,38.7,5% turpentine
0.2021,-11.84,14.5,35.5,15% kerosene
0.1863,-13.46,15.0,39.4,20% turpentine
0.1999,-15.65,14.9,38.0,20% kerosene
0.1036,-21.64,27.9,48.5,20% turpentine
0.1741,-12.98,16.7,38.2,5% kerosene
0.1658,-16.3,20.5,41.3,20% kerosene
0.2498,-9.53,10.1,31.0,5% kerosene
0.2265,-11.24,13.4,34.1,5% kerosene
0.1266,-19.28,24.5,47.1,15% kerosene
0.2271,-11.2,13.3,33.9,20% turpentine
0.1101,-19.8,25.1,47.6,20% kerosene
0.2204,-11.45,13.9,35.8,10% turpentine
0.1814,-15.0,18.5,40.5,15% turpentine
0.1132,-20.35,27.1,47.5,20% turpentine
0.2136,-13.95,16.7,36.1,20% turpentine
0.156,-17.09,21.8,44.4,20% kerosene
0.1016,-21.94,28.2,49.6,5% turpentine
0.237,-9.63,11.4,31.8,5% kerosene
0.1236,-19.14,21.9,46.7,5% turpentine
0.141,-16.59,22.8,45.3,5% kerosene
0.1089,-20.16,26.7,45.9,15% turpentine
0.1936,-13.45,15.0,41.2,5% turpentine
0.2487,-10.18,11.2,31.6,20% kerosene
0.1011,-21.64,26.7,48.9,5% kerosene
0.1613,-14.6,15.9,38.2,15% turpentine
0.1353,-17.34,22.1,44.3,pure
0.2484,-9.6,10.2,32.0,20% turpentine
0.1934,-14.3,16.0,40.2,20% turpentine
0.0981,-21.62,29.7,49.6,5% kerosene
0.1601,-15.46,18.0,39.0,5% turpentine
0.1326,-16.89,22.7,44.9,10% turpentine
0.1691,-14.24,16.5,40.2,20% kerosene
0.2296,-10.45,11.0,34.7,15% kerosene
0.2222,-11.12,12.2,35.6,15% kerosene
0.0979,-21.23,28.3,49.2,5% turpentine
0.228,-11.15,14.6,36.3,5% kerosene
0.1148,-19.71,22.5,46.8,pure
0.1743,-15.76,16.5,41.7,5% kerosene
0.1864,-13.35,13.5,38.1,20% kerosene
0.1415,-16.58,20.7,45.9,5% kerosene
0.1078,-20.35,26.2,48.7,5% turpentine
0.248,-10.28,11.1,33.1,pure
0.2408,-9.97,10.7,32.5,5% kerosene
0.193,-15.98,18.3,40.6,10% kerosene
0.1144,-21.53,27.2,48.4,10% kerosene
0.1233,-19.36,22.4,45.7,5% turpentine
0.2323,-10.86,11.9,36.2,5% turpentine
0.0969,-21.98,29.0,49.6,20% turpentine
0.101,-21.59,24.9,48.8,10% kerosene
0.1245,-19.99,22.2,46.1,20% turpentine
0.1306,-19.33,23.6,45.5,15% kerosene
0.1986,-12.24,16.8,37.5,15% kerosene
0.1599,-15.57,17.1,39.8,20% kerosene
0.1565,-15.7,17.3,43.8,5% kerosene
0.2324,-10.03,12.9,32.8,20% kerosene
0.1717,-17.87,19.4,42.8,5% turpentine
0.216,-13.28,15.2,39.9,10% turpentine
0.2083,-11.82,12.9,36.7,10% kerosene
0.2204,-11.19,15.4,36.6,5% turpentine
0.2177,-10.36,11.8,33.4,10% turpentine
0.1047,-20.43,27.2,48.5,20% kerosene
0.2406,-9.95,10.8,32.3,10% kerosene
0.0997,-20.58,25.1,48.1,pure
0.2445,-10.15,11.1,33.6,15% turpentine
0.2486,-9.61,10.1,31.2,10% kerosene
0.1197,-19.31,24.6,46.0,10% kerosene
0.1176,-21.47,25.8,48.7,5% turpentine
0.2123,-11.46,14.1,38.0,20% kerosene
0.2332,-10.26,13.5,35.0,20% turpentine
0.2315,-13.55,12.0,34.5,15% kerosene
0.1487,-16.73,19.3,43.4,5% kerosene
0.2327,-10.92,12.5,34.1,20% kerosene
0.193,-12.95,16.6,38.1,20% kerosene
0.1557,-16.96,18.8,44.3,15% turpentine
0.1113,-21.0,25.5,48.3,15% kerosene
0.2343,-11.09,11.3,35.0,10% kerosene
0.1936,-15.25,16.1,40.3,15% turpentine
0.097,-21.57,27.2,49.3,15% turpentine
0.115,-18.95,26.7,46.3,15% kerosene
0.2004,-14.65,19.8,41.9,15% turpentine
0.1915,-12.43,17.1,39.6,10% turpentine
0.1865,-12.86,15.8,36.6,20% turpentine
0.1184,-20.81,24.2,46.5,5% turpentine
0.2375,-9.63,10.2,31.9,15% kerosene
0.212,-14.19,14.9,39.4,10% kerosene
0.2302,-12.4,13.0,34.6,20% kerosene
0.1592,-14.43,20.2,43.7,5% kerosene
0.1487,-15.91,24.8,43.1,5% turpentine
0.245,-10.5,11.1,31.9,20% kerosene
0.1817,-13.61,19.4,39.2,pure
0.2463,-10.05,10.5,33.0,pure
0.1233,-19.09,22.6,45.4,20% kerosene
0.0962,-20.91,27.3,49.5,10% kerosene
0.1413,-19.07,16.3,46.0,20% turpentine
0.1924,-15.2,16.4,38.3,pure
0.1806,-13.59,17.0,41.8,5% turpentine
0.2088,-14.65,15.2,37.0,15% kerosene
0.1438,-19.11,23.7,43.2,10% turpentine
0.2072,-12.63,11.7,36.3,20% turpentine
0.1663,-15.69,15.2,39.6,20% turpentine
0.2131,-15.06,18.2,43.4,15% kerosene
0.1411,-16.52,19.0,43.4,5% kerosene
0.1147,-16.96,18.9,48.2,10% turpentine
0.12,-19.58,26.6,47.9,20% turpentine
0.2105,-12.57,15.0,35.4,15% turpentine
0.1895,-12.71,16.2,38.8,20% turpentine
0.177,-14.74,16.1,38.7,5% turpentine
0.1942,-14.46,16.7,36.5,10% kerosene
0.1295,-14.76,16.4,41.6,20% kerosene
0.1361,-17.48,21.5,42.9,20% turpentine
0.1963,-16.53,17.9,40.1,10% turpentine
0.2052,-11.47,12.9,36.3,10% turpentine
0.1001,-21.64,29.6,48.8,20% turpentine
0.105,-19.75,24.3,45.7,5% turpentine
0.1593,-17.04,19.1,42.0,15% kerosene
0.134,-16.97,21.7,43.0,20% turpentine
