frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.1883,-15.39,18.3,41.1,10% turpentine
0.1439,-17.62,21.4,44.3,5% turpentine
0.2366,-10.51,12.5,35.0,20% kerosene
0.1455,-18.1,22.2,44.7,5% turpentine
0.0951,-20.54,25.9,45.8,pure
0.1757,-17.01,16.4,45.0,5% turpentine
0.1469,-16.81,23.0,44.0,5% kerosene
0.0951,-19.81,28.4,47.8,pure
0.222,-10.44,15.7,35.2,15% turpentine
0.2355,-9.94,13.2,31.2,20% turpentine
0.1777,-14.94,14.9,34.8,15% kerosene
0.2486,-9.51,12.7,31.5,20% turpentine
0.1329,-17.01,21.5,43.7,5% kerosene
0.1632,-18.2,21.2,43.1,5% turpentine
0.2172,-10.82,14.0,35.4,20% kerosene
0.1617,-14.06,18.2,44.7,10% turpentine
0.1442,-18.34,21.9,45.7,5% turpentine
0.1167,-16.92,22.8,43.4,5% kerosene
0.1669,-17.94,22.4,44.2,5% turpentine
0.1577,-11.1,23.6,45.2,5% kerosene
0.0951,-20.46,26.4,46.0,pure
0.182,-12.98,18.1,41.0,15% kerosene
0.1411,-17.74,22.6,45.6,5% kerosene
0.2496,-9.51,14.5,35.1,15% turpentine
0.1299,-14.05,16.9,38.9,10% turpentine
0.1851,-13.18,17.9,40.2,10% turpentine
0.2121,-10.82,14.0,35.0,20% kerosene
0.2281,-9.54,13.4,33.6,20% kerosene
0.235,-9.51,11.8,33.9,20% turpentine
0.0951,-21.17,27.9,49.7,pure
0.2299,-9.51,12.1,35.3,20% turpentine
0.2499,-9.51,13.6,33.5,20% turpentine
0.1461,-18.47,24.0,43.1,5% turpentine
0.1812,-17.08,24.4,45.0,5% turpentine
0.2251,-9.51,14.4,36.3,15% turpentine
0.2184,-10.63,15.8,36.1,15% turpentine
0.2499,-10.64,12.3,32.8,20% turpentine
0.0951,-20.3,28.2,48.9,pure
0.2131,-9.98,13.6,36.6,15% turpentine
0.2499,-10.69,14.0,33.2,20% kerosene
0.2273,-9.51,13.6,33.5,20% turpentine
0.1459,-15.36,24.2,40.0,10% turpentine
0.1237,-17.42,23.3,43.6,5% kerosene
0.1273,-17.7,22.0,43.2,5% turpentine
0.1282,-16.41,22.0,45.4,5% kerosene
0.2499,-9.51,11.2,31.9,20% turpentine
0.1695,-16.46,22.8,45.9,5% kerosene
0.2181,-10.08,11.2,35.3,20% kerosene
0.1634,-15.8,16.4,42.2,10% kerosene
0.1743,-13.77,19.3,39.4,10% turpentine
0.2448,-11.35,15.8,35.4,15% turpentine
0.2397,-9.78,12.8,35.0,20% kerosene
0.1092,-16.16,21.9,43.3,5% kerosene
0.2329,-11.32,13.0,35.0,20% kerosene
0.1761,-13.2,17.6,39.8,15% kerosene
0.1287,-17.16,21.8,43.5,5% kerosene
0.2091,-11.45,14.3,33.9,15% turpentine
0.1498,-12.03,17.5,40.6,10% turpentine
0.2499,-10.37,13.1,31.6,20% turpentine
0.1917,-13.94,15.5,43.6,10% kerosene
0.1215,-18.25,21.5,43.8,5% turpentine
0.1311,-21.49,26.0,49.9,pure
0.1394,-17.33,21.6,42.3,5% turpentine
0.2131,-11.38,15.0,34.6,15% turpentine
0.2499,-9.51,13.0,33.8,20% turpentine
0.0951,-20.68,28.1,49.3,pure
0.1978,-13.29,14.9,39.3,15% kerosene
0.155,-13.18,20.0,40.0,10% turpentine
0.2499,-9.85,13.1,33.2,20% turpentine
0.1851,-13.9,16.4,44.5,10% kerosene
0.2331,-9.57,13.3,33.0,20% turpentine
0.1445,-17.22,23.7,42.1,5% kerosene
0.1874,-13.73,17.3,39.7,10% turpentine
0.0951,-21.46,29.9,49.4,pure
0.2436,-10.61,12.5,33.9,20% kerosene
0.2192,-10.92,15.7,34.4,15% turpentine
0.237,-10.72,13.6,34.5,20% kerosene
0.2499,-10.05,12.3,31.9,20% turpentine
0.2445,-11.86,13.9,36.2,20% kerosene
0.1935,-12.52,14.7,38.8,15% kerosene
0.1643,-12.23,14.9,39.3,15% kerosene
0.1622,-17.27,14.2,42.1,5% turpentine
0.2458,-9.9,12.6,32.6,20% turpentine
0.1827,-17.3,23.2,44.0,5% turpentine
0.2183,-9.52,12.7,32.2,20% turpentine
0.2148,-14.43,17.4,41.8,10% kerosene
0.1275,-10.87,15.7,34.8,15% turpentine
0.1986,-14.33,13.6,40.3,15% kerosene
0.2382,-9.78,13.3,33.0,20% turpentine
0.1636,-16.99,22.6,47.7,10% kerosene
0.231,-9.55,11.5,33.1,20% turpentine
0.2071,-11.15,13.8,35.1,15% turpentine
0.2219,-10.96,13.1,37.1,15% turpentine
0.1936,-13.63,18.7,40.4,10% turpentine
0.1447,-17.79,22.1,40.6,5% turpentine
0.1273,-17.48,22.4,44.3,5% kerosene
0.2062,-13.95,12.8,39.7,15% kerosene
0.2205,-10.44,12.3,31.3,20% turpentine
0.2478,-9.64,14.1,34.3,20% kerosene
0.1,-16.6,22.2,45.4,5% kerosene
0.1846,-13.32,18.4,38.7,15% kerosene
0.1688,-17.59,20.6,43.5,5% turpentine
0.1318,-9.61,12.9,33.2,20% kerosene
0.215,-9.99,13.8,33.9,20% kerosene
0.2264,-11.94,14.7,34.1,15% turpentine
0.2357,-9.51,14.1,34.6,20% kerosene
0.181,-14.65,18.0,39.5,15% kerosene
0.0951,-20.28,29.9,47.1,pure
0.1596,-17.05,22.2,43.8,5% kerosene
0.1478,-17.39,22.8,42.8,5% kerosene
0.1143,-19.64,26.6,48.2,pure
0.1478,-17.5,22.2,45.6,5% kerosene
0.197,-10.0,15.7,36.0,15% turpentine
0.1374,-17.67,22.6,42.1,5% turpentine
0.2399,-10.33,14.8,33.7,20% kerosene
0.2446,-10.21,13.2,32.0,20% turpentine
0.1318,-13.27,13.6,38.7,15% kerosene
0.1661,-13.95,17.5,43.2,10% kerosene
0.0951,-21.6,27.6,49.8,pure
0.2455,-9.64,14.9,32.9,20% turpentine
0.1498,-17.92,23.2,44.4,5% kerosene
0.2142,-10.12,11.2,32.8,20% turpentine
0.2215,-11.21,13.9,34.2,15% turpentine
0.132,-17.06,21.3,43.9,5% turpentine
0.1695,-12.64,17.9,42.7,10% kerosene
0.1436,-13.09,18.7,39.7,10% turpentine
0.2436,-9.51,12.4,31.2,20% turpentine
0.0951,-20.34,27.2,48.8,pure
0.169,-17.48,23.8,43.4,5% turpentine
0.2133,-10.92,13.6,36.1,20% kerosene
0.2261,-10.88,13.6,35.4,20% kerosene
0.1744,-13.04,13.6,42.3,10% kerosene
0.2019,-9.51,14.5,35.8,15% turpentine
0.2358,-10.43,14.8,36.4,15% turpentine
0.0951,-20.74,27.2,49.3,pure
0.2368,-9.51,12.6,33.0,20% turpentine
0.2499,-9.51,11.0,31.9,20% turpentine
0.1405,-16.94,22.4,43.1,5% turpentine
0.1912,-9.94,13.9,35.6,20% kerosene
0.1517,-13.83,16.4,42.3,10% kerosene
0.1551,-13.55,21.2,45.3,10% kerosene
0.1579,-13.42,18.2,43.2,10% kerosene
0.1882,-14.43,11.9,40.4,15% kerosene
0.2388,-10.55,16.1,33.2,15% turpentine
0.2499,-9.52,13.0,35.6,20% turpentine
0.1537,-10.08,13.5,39.6,15% kerosene
0.1836,-14.67,18.4,39.7,15% kerosene
0.1667,-13.71,19.7,43.5,10% kerosene
0.1628,-16.57,23.6,46.6,5% kerosene
0.0951,-21.98,29.9,49.9,pure
0.2217,-9.98,15.8,34.4,20% kerosene
0.1247,-13.0,18.3,42.6,10% kerosene
0.2335,-9.63,16.9,34.4,15% turpentine
0.0951,-20.55,28.5,49.1,pure
0.2093,-10.98,13.8,34.9,20% kerosene
0.1294,-11.84,18.1,39.3,15% kerosene
0.1489,-16.91,23.1,45.0,5% kerosene
0.1562,-17.72,22.5,43.7,5% turpentine
0.1275,-21.98,26.2,47.1,pure
0.1314,-14.75,17.9,44.5,10% kerosene
0.125,-16.27,21.8,45.8,5% kerosene
0.172,-16.5,22.1,45.0,5% kerosene
0.2499,-10.29,11.8,33.2,20% turpentine
0.1571,-13.15,14.2,40.6,15% kerosene
0.1771,-12.93,16.8,39.6,10% turpentine
0.157,-18.04,21.4,42.1,5% turpentine
0.145,-17.08,22.6,43.8,5% turpentine
0.0951,-21.03,28.5,45.5,pure
0.1655,-14.26,14.6,39.5,15% kerosene
0.2329,-9.81,13.6,34.6,20% kerosene
0.1489,-13.28,19.1,39.0,10% turpentine
0.1718,-13.57,17.2,40.2,10% turpentine
0.1201,-16.94,22.9,43.6,5% kerosene
0.2435,-9.74,13.0,35.0,15% turpentine
0.1358,-16.78,22.9,44.0,5% kerosene
0.1458,-17.43,20.9,44.7,5% turpentine
0.1986,-13.32,19.0,39.9,10% turpentine
0.1084,-17.6,22.2,44.6,5% kerosene
0.234,-9.86,14.0,37.3,15% turpentine
0.1588,-13.49,19.2,40.4,10% turpentine
0.1693,-14.09,18.2,38.7,10% turpentine
0.1522,-15.15,17.9,40.7,10% turpentine
0.1669,-18.02,23.0,43.2,5% turpentine
0.1236,-18.47,21.7,41.9,5% turpentine
0.1403,-17.72,21.5,42.1,5% turpentine
0.1665,-13.53,14.5,39.1,15% kerosene
0.1402,-14.31,16.9,42.5,10% kerosene
0.1564,-12.1,17.9,40.6,10% turpentine
0.0951,-21.27,29.9,49.0,pure
0.2293,-10.67,10.0,32.5,20% turpentine
0.1516,-18.02,22.8,44.7,5% turpentine
0.1217,-16.95,23.3,43.8,5% kerosene
0.1851,-14.7,15.4,39.7,15% kerosene
0.0951,-20.64,26.0,47.6,pure
0.1651,-15.42,21.3,42.1,10% kerosene
0.1987,-14.13,18.8,39.3,15% kerosene
0.1928,-13.19,17.9,40.2,10% kerosene
0.1892,-14.6,19.2,40.3,10% turpentine
0.2232,-11.07,15.1,35.4,20% kerosene
0.23,-10.49,13.2,33.5,20% turpentine
0.2398,-10.07,12.5,32.5,20% turpentine
0.2292,-10.43,14.9,35.0,20% kerosene
0.2385,-9.72,12.0,32.3,20% turpentine
0.208,-10.74,16.6,36.5,15% turpentine
0.101,-21.2,27.9,48.6,pure
0.2499,-9.9,13.0,33.7,20% turpentine
0.1715,-14.35,17.1,43.2,10% kerosene
0.1844,-14.3,15.7,40.2,15% kerosene
0.19,-10.1,16.3,34.5,20% kerosene
0.1652,-14.76,18.8,39.3,15% kerosene
0.1399,-13.38,18.2,39.5,10% turpentine
0.0951,-20.95,27.1,47.2,pure
0.2157,-13.3,14.6,39.7,15% kerosene
0.0951,-20.39,27.3,46.7,pure
0.1587,-17.52,22.4,42.3,5% kerosene
0.2497,-10.86,12.5,34.2,20% turpentine
0.2369,-10.3,13.5,34.5,20% kerosene
0.1796,-17.8,21.9,44.6,10% kerosene
0.241,-10.03,13.2,34.5,20% kerosene
0.1706,-17.75,23.1,43.5,5% turpentine
0.1919,-15.25,17.4,44.1,10% kerosene
0.1576,-11.73,15.2,34.7,20% kerosene
0.1902,-12.81,15.2,40.0,15% kerosene
0.1954,-14.03,14.0,34.8,15% kerosene
0.1367,-17.41,22.3,45.5,5% turpentine
0.2117,-13.5,17.8,40.2,15% kerosene
0.0951,-20.29,13.8,49.1,pure
0.2439,-10.39,14.5,33.1,20% kerosene
0.1572,-17.66,22.3,42.5,5% turpentine
0.2039,-10.79,14.6,35.7,15% turpentine
0.0951,-20.86,14.9,49.1,pure
0.1452,-17.1,22.9,45.1,5% kerosene
0.1389,-16.87,24.9,45.2,5% kerosene
0.1462,-17.4,23.7,43.3,5% turpentine
0.1802,-12.69,18.5,41.7,10% kerosene
0.2483,-10.23,13.0,32.5,20% turpentine
0.1491,-17.72,20.7,43.5,5% turpentine
0.1011,-21.98,29.5,46.4,pure
0.2128,-9.84,11.8,34.3,20% kerosene
0.2091,-9.78,14.3,32.6,20% kerosene
0.1247,-18.02,22.0,44.0,5% kerosene
0.1719,-16.91,20.6,44.3,5% turpentine
0.1496,-13.4,18.7,39.6,10% turpentine
0.184,-13.0,14.3,40.2,15% kerosene
0.1643,-17.39,23.1,43.1,5% turpentine
0.1802,-14.35,18.4,43.8,10% kerosene
0.1442,-16.73,21.6,44.6,5% kerosene
0.1627,-17.68,20.7,43.2,5% turpentine
0.1793,-15.06,18.7,40.8,10% turpentine
0.1367,-17.79,23.9,44.2,5% kerosene
0.1076,-17.37,22.2,42.4,5% turpentine
0.1482,-13.1,20.1,44.8,10% turpentine
0.1623,-17.61,22.0,42.9,5% turpentine
0.141,-20.31,27.6,49.6,pure
0.2065,-9.9,15.5,34.0,15% turpentine
0.0951,-21.78,29.3,49.6,pure
0.1714,-13.43,16.9,44.4,10% turpentine
0.2261,-10.28,14.2,34.8,20% kerosene
0.2178,-12.04,14.6,34.1,15% turpentine
0.1523,-12.84,17.1,46.6,10% turpentine
0.1561,-17.42,17.5,45.5,5% kerosene
0.1649,-13.31,17.0,42.5,10% kerosene
0.1055,-20.59,28.5,49.7,pure
0.2437,-9.81,12.0,31.4,20% turpentine
0.2174,-10.24,14.4,36.9,15% turpentine
0.145,-16.04,17.9,39.9,10% turpentine
0.2293,-14.44,16.6,43.2,10% kerosene
0.1453,-15.54,19.3,40.7,15% kerosene
0.1894,-12.36,18.6,40.1,10% turpentine
0.2048,-10.45,14.8,35.4,20% kerosene
0.202,-10.55,14.0,34.7,15% turpentine
0.1224,-17.9,22.0,44.0,5% kerosene
0.1355,-10.72,17.6,35.3,15% turpentine
0.2499,-9.7,12.8,33.1,20% turpentine
0.2144,-12.71,17.2,40.6,15% kerosene
0.1636,-16.82,22.8,43.4,5% turpentine
0.2245,-10.55,14.2,35.2,20% kerosene
0.1258,-20.15,27.0,48.3,pure
0.2037,-14.75,22.8,43.9,10% kerosene
0.2199,-10.46,12.9,34.8,20% kerosene
0.1418,-16.71,22.6,48.8,5% kerosene
0.1162,-17.53,23.1,43.2,5% turpentine
0.2276,-10.59,12.5,32.4,20% turpentine
0.1252,-17.74,23.4,44.8,5% kerosene
0.1475,-14.39,19.2,39.8,10% turpentine
0.231,-9.51,14.2,35.4,20% kerosene
0.1745,-13.61,17.6,39.3,10% turpentine
0.1307,-17.57,21.0,42.6,5% turpentine
0.1508,-15.1,18.3,40.6,10% turpentine
0.154,-14.37,16.5,43.4,10% kerosene
0.1783,-13.16,14.2,39.8,15% kerosene
0.1547,-15.82,18.3,39.0,10% turpentine
0.202,-13.86,17.9,39.2,15% kerosene
0.1932,-11.87,17.3,40.2,10% turpentine
0.1706,-14.28,18.2,41.3,10% kerosene
0.1789,-10.28,13.1,40.2,15% kerosene
0.0958,-19.62,28.6,47.7,pure
0.2442,-9.51,12.4,36.1,20% turpentine
0.209,-15.05,18.8,40.7,10% turpentine
0.1694,-17.44,21.6,42.0,5% turpentine
0.0952,-20.28,29.5,48.6,pure
0.2119,-10.32,11.6,34.1,20% kerosene
0.1486,-13.93,20.0,39.2,10% turpentine
0.1396,-16.9,22.3,43.5,5% kerosene
0.2044,-13.57,17.7,39.8,10% turpentine
0.1289,-17.34,22.0,42.6,5% kerosene
0.2011,-15.44,17.4,39.7,10% turpentine
0.151,-17.53,21.2,43.3,5% turpentine
0.176,-12.76,18.2,40.6,10% turpentine
0.1437,-17.99,23.0,44.5,5% turpentine
0.1578,-12.45,14.9,39.9,15% kerosene
0.1933,-12.38,15.3,39.0,15% kerosene
0.1891,-17.67,22.1,44.6,5% turpentine
0.2356,-11.38,13.2,33.2,20% kerosene
0.154,-14.21,19.0,39.2,10% turpentine
0.2348,-11.12,15.8,36.4,15% turpentine
0.2499,-9.51,12.2,33.9,20% turpentine
0.1686,-16.69,21.5,43.6,5% kerosene
0.1481,-14.25,20.7,45.0,10% kerosene
0.1474,-17.42,21.7,45.2,5% kerosene
0.1689,-18.12,21.2,42.7,5% turpentine
0.126,-14.13,13.6,39.4,15% kerosene
0.1178,-17.46,21.8,44.9,5% kerosene
0.2321,-10.17,11.8,31.7,20% turpentine
0.2158,-15.93,16.8,42.2,10% kerosene
0.231,-11.74,15.1,36.0,15% turpentine
0.1971,-20.62,28.8,48.8,pure
0.2091,-9.74,11.7,33.7,20% kerosene
0.2499,-10.26,12.2,31.9,20% turpentine
0.2446,-11.89,12.9,35.6,20% kerosene
0.2233,-9.81,12.5,33.1,20% turpentine
0.2288,-10.25,11.7,35.3,20% kerosene
0.1595,-12.49,19.3,37.6,10% turpentine
0.1976,-13.49,16.8,40.1,15% kerosene
0.0951,-21.24,26.9,49.4,pure
0.1728,-14.14,19.0,39.5,10% turpentine
0.2048,-9.51,14.3,34.3,15% turpentine
0.0951,-19.83,27.9,47.2,pure
0.2408,-9.51,12.4,31.4,20% turpentine
0.2482,-9.86,10.5,31.0,20% turpentine
0.139,-17.48,21.4,43.6,5% turpentine
0.1292,-16.58,22.2,45.8,5% kerosene
0.2226,-10.62,15.9,34.0,15% turpentine
0.1778,-14.64,17.6,44.3,10% kerosene
0.1819,-12.8,18.5,40.1,10% turpentine
0.1567,-13.83,13.3,39.6,15% kerosene
0.0951,-21.05,29.7,47.9,pure
0.1359,-20.23,22.6,48.0,pure
0.1772,-17.39,22.4,43.5,5% turpentine
0.107,-21.48,29.9,48.1,pure
0.2215,-10.15,11.9,36.1,15% turpentine
0.2198,-9.51,12.7,33.5,20% kerosene
0.1725,-15.19,16.7,44.2,10% kerosene
0.1564,-14.64,15.7,41.2,15% kerosene
0.2213,-10.64,15.5,37.3,15% turpentine
0.0972,-21.28,28.6,47.1,pure
0.1896,-14.13,19.1,40.5,15% kerosene
0.2026,-13.95,18.7,39.4,10% turpentine
0.1669,-18.24,22.6,44.4,5% kerosene
0.2446,-10.61,14.1,34.6,15% turpentine
0.1746,-14.29,17.2,43.8,10% kerosene
0.1962,-9.51,13.3,34.6,20% kerosene
0.1394,-10.37,12.9,34.5,15% turpentine
0.1957,-13.72,13.9,39.2,15% kerosene
0.1832,-13.24,14.7,38.5,15% kerosene
0.1673,-17.13,20.9,42.1,5% turpentine
0.2127,-10.75,15.5,35.5,15% turpentine
0.182,-12.53,13.3,40.0,15% kerosene
0.2484,-10.64,13.8,33.3,20% kerosene
0.1387,-17.77,22.6,45.4,5% kerosene
0.1791,-17.32,22.0,43.3,5% kerosene
0.0951,-21.16,25.0,47.3,pure
0.1305,-17.45,21.2,42.5,5% turpentine
0.1308,-17.8,22.6,42.7,5% kerosene
0.2204,-11.24,15.3,35.2,15% turpentine
0.2309,-10.4,14.4,35.4,20% kerosene
0.2426,-9.51,14.1,31.4,20% turpentine
0.1779,-16.82,21.1,42.7,5% turpentine
0.0951,-18.91,28.1,49.6,pure
0.1533,-14.19,18.4,42.9,10% kerosene
0.1686,-12.92,17.6,40.4,10% turpentine
0.0951,-21.16,29.0,47.6,pure
0.0951,-20.2,28.5,48.4,pure
0.2156,-9.51,14.6,34.0,15% turpentine
0.0951,-20.13,27.7,49.9,pure
0.2152,-9.65,18.7,39.6,10% turpentine
0.1493,-17.28,22.6,42.3,5% turpentine
0.2061,-10.11,11.6,33.2,20% kerosene
0.2483,-9.51,10.8,31.4,20% turpentine
0.1114,-18.36,21.8,43.9,5% turpentine
0.0951,-21.46,29.9,49.9,pure
0.133,-17.47,22.2,44.7,5% kerosene
0.1834,-14.38,14.4,40.2,15% kerosene
0.2183,-11.18,13.8,34.0,20% kerosene
0.148,-16.76,22.8,43.6,5% turpentine
0.1453,-10.74,14.8,34.3,15% turpentine
0.2145,-9.93,14.4,34.5,20% kerosene
0.1008,-21.5,29.0,46.7,pure
0.2196,-9.68,13.8,36.0,20% kerosene
0.1365,-17.67,22.0,43.2,5% turpentine
0.0951,-20.75,29.9,45.7,pure
0.2221,-9.53,13.3,32.6,20% turpentine
0.1578,-11.67,13.0,33.6,20% kerosene
0.0962,-20.34,29.2,49.2,pure
0.1482,-17.6,23.0,43.6,5% turpentine
0.1486,-12.88,21.9,37.9,15% kerosene
0.1344,-15.12,17.1,39.8,10% turpentine
0.0954,-20.68,26.8,47.8,pure
0.1948,-15.27,17.3,43.5,15% kerosene
0.0951,-21.16,28.0,47.0,pure
0.1739,-14.19,18.7,39.8,10% turpentine
0.2131,-10.46,15.4,34.1,15% turpentine
0.2332,-10.65,14.3,33.7,20% turpentine
0.2499,-10.71,15.1,35.2,20% kerosene
0.1442,-16.1,24.0,42.4,5% kerosene
0.1694,-17.1,21.2,45.9,5% kerosene
0.1322,-17.48,23.9,45.4,5% kerosene
0.183,-13.38,14.8,39.3,15% kerosene
0.2343,-9.51,14.0,35.1,15% turpentine
0.241,-9.55,10.7,33.0,20% turpentine
0.1565,-16.64,21.6,42.2,5% turpentine
0.1096,-16.47,22.7,43.4,5% kerosene
0.2037,-15.53,18.6,47.6,10% turpentine
0.0951,-20.12,26.2,45.9,pure
0.1244,-16.1,21.8,45.6,5% kerosene
0.1459,-15.34,17.2,42.9,10% kerosene
0.2273,-10.19,14.0,36.8,15% turpentine
0.1302,-17.0,22.4,44.3,5% kerosene
0.2133,-10.75,14.7,41.1,15% turpentine
0.1471,-12.29,16.4,38.5,15% kerosene
0.119,-17.96,23.9,44.8,5% kerosene
0.1831,-14.74,18.5,39.6,10% turpentine
0.1808,-14.04,16.7,41.7,10% kerosene
0.1588,-12.86,19.5,39.2,10% turpentine
0.1754,-17.06,23.4,44.2,5% turpentine
0.2359,-9.51,13.0,32.2,20% turpentine
0.204,-11.08,15.5,36.6,15% turpentine
0.2291,-10.73,14.0,33.7,20% kerosene
0.2384,-9.51,12.2,32.1,20% turpentine
0.2034,-14.33,18.8,44.7,10% kerosene
0.135,-17.76,22.5,44.5,5% kerosene
0.1241,-17.24,23.5,41.9,5% kerosene
0.2428,-9.51,12.8,33.0,20% turpentine
0.1554,-18.68,23.0,44.2,5% turpentine
0.1701,-17.85,23.6,45.0,5% kerosene
0.1295,-17.37,22.9,45.2,5% kerosene
0.0951,-20.2,27.9,48.3,pure
0.0979,-20.97,25.2,47.9,pure
0.1394,-17.21,23.5,43.3,5% turpentine
0.162,-13.01,18.6,39.6,10% turpentine
0.1064,-21.18,27.8,48.3,pure
0.0951,-20.81,29.9,45.5,pure
0.1912,-14.57,14.5,40.4,15% kerosene
0.2499,-9.51,11.9,31.9,20% turpentine
0.1897,-14.7,17.3,42.1,10% kerosene
0.1036,-21.46,28.6,49.9,pure
0.175,-14.64,18.0,39.5,10% turpentine
0.1729,-16.52,21.7,45.6,5% kerosene
0.1013,-21.39,29.9,49.9,pure
0.1774,-12.75,12.1,38.2,15% kerosene
0.2499,-9.61,13.7,31.9,20% turpentine
0.1427,-16.72,21.0,44.9,5% kerosene
0.1791,-13.25,12.0,39.6,15% kerosene
0.1989,-12.57,18.0,39.8,10% turpentine
0.1373,-17.6,23.4,42.7,5% kerosene
0.1206,-17.14,22.4,43.8,5% kerosene
0.1771,-16.27,17.0,43.2,10% kerosene
0.1407,-17.37,22.3,44.7,5% turpentine
0.1719,-10.99,15.1,39.9,15% kerosene
0.1836,-14.16,23.1,39.9,15% kerosene
0.1962,-13.9,14.4,39.6,15% kerosene
0.1169,-21.27,26.6,47.9,pure
0.2499,-9.72,10.9,33.4,20% turpentine
0.1675,-13.62,18.1,39.8,10% turpentine
0.103,-20.18,27.8,49.2,pure
0.2342,-14.53,18.5,40.9,10% turpentine
0.2096,-9.97,14.8,33.2,20% kerosene
0.161,-17.1,23.6,45.4,5% kerosene
0.1493,-13.97,29.4,39.7,10% turpentine
0.1369,-14.35,19.2,39.8,10% turpentine
0.1352,-17.0,22.7,44.7,5% kerosene
0.168,-12.9,17.9,40.4,10% turpentine
0.2272,-10.21,12.1,34.7,20% kerosene
0.1431,-17.04,23.3,41.4,5% turpentine
0.2499,-9.51,11.3,32.7,20% turpentine
0.1615,-18.24,21.3,43.7,5% turpentine
0.1887,-14.09,18.9,40.4,10% turpentine
0.1514,-17.53,23.8,46.6,5% kerosene
0.2288,-11.29,13.1,36.0,15% turpentine
0.2076,-10.28,12.9,34.0,20% kerosene
0.1758,-12.22,14.3,36.0,15% kerosene
0.2058,-11.87,15.2,35.4,15% turpentine
0.2049,-15.22,16.9,41.8,10% kerosene
0.2313,-10.54,12.4,35.9,15% turpentine
0.2318,-10.94,15.8,33.3,15% turpentine
0.1972,-12.73,18.5,39.7,10% turpentine
0.2464,-10.47,11.8,33.8,20% turpentine
0.2144,-9.79,15.5,37.7,15% turpentine
0.1006,-19.71,29.9,48.2,pure
0.1822,-14.16,17.4,39.2,15% kerosene
0.1809,-12.2,19.0,40.4,10% turpentine
0.2443,-9.51,14.3,33.1,15% turpentine
0.2324,-11.19,14.5,33.9,20% kerosene
0.2499,-9.69,11.0,33.6,20% turpentine
0.1364,-21.42,18.1,41.8,10% kerosene
0.2499,-9.51,12.9,33.3,20% turpentine
0.1537,-13.02,19.6,38.9,10% turpentine
0.2499,-9.51,11.7,34.8,20% turpentine
0.149,-17.55,22.0,44.2,5% turpentine
0.1622,-14.09,17.6,39.2,10% turpentine
0.1215,-20.0,29.9,47.0,pure
0.1447,-13.67,12.7,38.5,15% kerosene
0.2253,-10.51,12.0,34.5,20% kerosene
0.2251,-10.27,13.5,34.0,20% kerosene
0.184,-14.51,18.4,40.7,10% turpentine
0.1706,-14.92,22.3,43.9,10% kerosene
0.1775,-12.81,15.3,39.4,15% kerosene
0.0951,-20.43,28.8,48.8,pure
0.2359,-11.66,11.8,33.8,20% kerosene
0.2439,-10.44,13.8,31.0,20% turpentine
0.1866,-15.03,13.8,43.7,10% kerosene
0.1697,-18.14,21.2,43.7,5% turpentine
0.2075,-13.14,13.9,39.9,15% kerosene
0.2381,-10.58,13.7,34.8,20% kerosene
0.1981,-10.04,15.9,34.8,15% turpentine
0.1575,-14.41,16.7,41.7,10% kerosene
0.1696,-13.04,22.9,47.5,10% kerosene
0.2289,-9.51,11.9,36.0,20% kerosene
0.159,-10.73,14.5,33.7,15% turpentine
0.2499,-9.51,10.0,31.0,20% turpentine
0.1825,-12.98,13.8,41.3,15% kerosene
0.2051,-10.65,15.0,34.3,15% turpentine
0.1935,-12.87,19.4,44.0,10% kerosene
0.2264,-12.17,15.3,39.8,15% kerosene
0.0951,-20.44,29.9,47.6,pure
0.1955,-15.23,18.7,40.8,10% turpentine
0.1484,-17.01,23.2,44.0,5% kerosene
0.1702,-13.35,19.1,40.4,15% kerosene
0.1596,-12.69,18.4,47.8,10% turpentine
0.199,-20.97,21.3,42.7,10% kerosene
0.1601,-16.83,21.1,45.2,5% kerosene
0.0951,-20.71,28.5,47.4,pure
0.0951,-20.63,29.9,49.1,pure
0.1661,-17.18,21.1,44.9,5% kerosene
0.2141,-14.26,21.7,42.8,10% kerosene
0.2194,-10.06,12.6,34.0,20% kerosene
0.1776,-13.2,17.2,40.2,10% turpentine
0.2129,-9.96,14.4,37.4,15% turpentine
0.2109,-10.14,13.8,34.7,20% kerosene
0.1068,-21.76,29.4,49.8,pure
0.0965,-21.2,27.4,45.9,pure
0.1848,-15.64,12.6,44.2,10% kerosene
0.1513,-16.84,23.1,42.7,5% kerosene
0.1747,-14.96,16.7,44.4,10% kerosene
0.1438,-13.27,16.9,40.2,10% kerosene
0.2186,-14.49,14.0,39.4,15% kerosene
0.2094,-10.84,12.8,37.0,20% kerosene
0.1721,-16.63,16.3,43.3,10% kerosene
0.0987,-19.68,28.8,47.0,pure
0.0951,-17.04,21.6,43.6,5% kerosene
0.2232,-10.59,14.1,34.7,20% kerosene
0.2499,-10.19,11.9,34.7,20% turpentine
0.2272,-9.51,14.8,35.2,15% turpentine
0.1594,-17.99,22.6,42.1,5% turpentine
0.214,-11.18,13.6,35.1,20% kerosene
0.2288,-10.18,13.4,35.9,20% kerosene
0.1624,-13.86,21.3,42.3,10% kerosene
0.1966,-15.39,19.0,39.8,10% turpentine
0.1787,-14.74,13.4,40.8,15% kerosene
0.1685,-14.46,17.7,39.4,10% turpentine
0.2425,-11.5,12.5,32.0,20% turpentine
